chr	start_pos	end_pos	V4
chr16	12000001	15000000	1.26401
chr16	15000001	18000000	1.27125
chr16	18000001	21000000	1.17548
chr16	21000001	24000000	1.17742
chr16	24000001	27000000	1.20931
chr16	27000001	30000000	1.51104
chr16	30000001	33000000	1.30495
chr16	33000001	36000000	1.01383
chr16	36000001	39000000	4.82127e-07
chr16	39000001	42000000	6.90347e-07
chr16	42000001	45000000	6.90347e-07
chr16	45000001	48000000	0.683072
chr16	48000001	51000000	1.59951
chr16	51000001	54000000	1.02537
chr16	54000001	57000000	1.52823
chr16	57000001	60000000	1.27153
chr16	60000001	63000000	0.584883
chr16	63000001	66000000	0.861596
chr16	66000001	69000000	1.37608
chr16	69000001	72000000	1.06981
chr16	72000001	75000000	1.1174
chr16	75000001	78000000	0.90761
chr16	78000001	81000000	1.39509
chr16	81000001	84000000	1.51215
chr16	84000001	87000000	1.91662
chr16	87000001	90000000	1.5816
chr16	90000001	93000000	0.127587
chr17	1	3000000	1.15606
chr17	3000001	6000000	1.42475
chr17	6000001	9000000	1.55877
chr17	9000001	12000000	1.29783
chr17	12000001	15000000	1.09048
chr17	15000001	18000000	1.29263
chr17	18000001	21000000	1.11695
chr17	21000001	24000000	0.715603
chr17	24000001	27000000	0.812472
chr17	27000001	30000000	0.904154
chr17	30000001	33000000	1.53339
chr17	33000001	36000000	1.33331
chr17	36000001	39000000	1.37528
chr17	39000001	42000000	1.39785
chr17	42000001	45000000	1.21812
chr17	45000001	48000000	1.24555
chr17	48000001	51000000	1.23733
chr17	51000001	54000000	0.778509
chr17	54000001	57000000	1.33312
chr17	57000001	60000000	0.687283
chr17	60000001	63000000	0.931255
chr17	63000001	66000000	1.07572
chr17	66000001	69000000	0.802473
chr17	69000001	72000000	1.52728
chr17	72000001	75000000	1.45414
chr17	75000001	78000000	1.82241
chr17	78000001	81000000	1.42396
chr17	81000001	84000000	0.0951686
chr18	1	3000000	0.828283
chr18	3000001	6000000	0.884501
chr18	6000001	9000000	1.1039
chr18	9000001	12000000	1.09437
chr18	12000001	15000000	0.994969
chr18	15000001	18000000	0.0934428
chr18	18000001	21000000	0.820411
chr18	21000001	24000000	0.997194
chr18	24000001	27000000	0.750976
chr18	27000001	30000000	0.600856
chr18	30000001	33000000	0.736462
chr18	33000001	36000000	1.30701
chr18	36000001	39000000	0.628632
chr18	39000001	42000000	0.654575
chr18	42000001	45000000	1.456
chr18	45000001	48000000	1.67279
chr18	48000001	51000000	0.919556
chr18	51000001	54000000	0.788862
chr18	54000001	57000000	1.13154
chr18	57000001	60000000	0.874804
chr18	60000001	63000000	0.845339
chr18	63000001	66000000	0.388524
chr18	66000001	69000000	0.632898
chr18	69000001	72000000	0.702781
chr18	72000001	75000000	1.25712
chr18	75000001	78000000	1.35045
chr18	78000001	81000000	0.00350802
chr19	1	3000000	0.984955
chr19	3000001	6000000	1.3171
chr19	6000001	9000000	1.30323
chr19	9000001	12000000	1.01529
chr19	12000001	15000000	1.07101
chr19	15000001	18000000	1.26963
chr19	18000001	21000000	0.992425
chr19	21000001	24000000	0.516578
chr19	24000001	27000000	0.157192
chr19	27000001	30000000	1.0197
chr19	30000001	33000000	1.52227
chr19	33000001	36000000	1.24517
chr19	36000001	39000000	1.05517
chr19	39000001	42000000	1.33121
chr19	42000001	45000000	1.4403
chr19	45000001	48000000	1.2234
chr19	48000001	51000000	1.39363
chr19	51000001	54000000	1.31377
chr19	54000001	57000000	1.30024
chr19	57000001	60000000	0.821351
chr20	1	3000000	1.5404
chr20	3000001	6000000	1.14977
chr20	6000001	9000000	0.815002
chr20	9000001	12000000	0.978559
chr20	12000001	15000000	0.872591
chr20	15000001	18000000	1.16758
chr20	18000001	21000000	1.29386
chr20	21000001	24000000	1.45886
chr20	24000001	27000000	1.15942
chr20	27000001	30000000	0.289602
chr20	30000001	33000000	1.30192
chr20	33000001	36000000	1.09493
chr20	36000001	39000000	1.53719
chr20	39000001	42000000	1.62747
chr20	42000001	45000000	1.55865
chr20	45000001	48000000	1.64604
chr20	48000001	51000000	1.48431
chr20	51000001	54000000	0.966689
chr20	54000001	57000000	1.60857
chr20	57000001	60000000	1.71594
chr20	60000001	63000000	1.76164
chr20	63000001	66000000	0
chr21	1	3000000	1.60709e-07
chr21	3000001	6000000	1.60709e-07
chr21	6000001	9000000	1.60709e-07
chr21	9000001	12000000	1.14972
chr21	12000001	15000000	0.128792
chr21	15000001	18000000	0.738844
chr21	18000001	21000000	0.582052
chr21	21000001	24000000	0.401119
chr21	24000001	27000000	0.460608
chr21	27000001	30000000	0.656524
chr21	30000001	33000000	0.833823
chr21	33000001	36000000	1.24492
chr21	36000001	39000000	1.08923
chr21	39000001	42000000	1.35077
chr21	42000001	45000000	1.72325
chr21	45000001	48000000	1.68816
chr21	48000001	51000000	0.0454798
chr22	1	3000000	1.60709e-07
chr22	3000001	6000000	1.60709e-07
chr22	6000001	9000000	1.60709e-07
chr22	9000001	12000000	1.61538e-07
chr22	12000001	15000000	1.61538e-07
chr22	15000001	18000000	0.699978
chr22	18000001	21000000	1.2007
chr22	21000001	24000000	1.41289
chr22	24000001	27000000	1.45069
chr22	27000001	30000000	1.48717
chr22	30000001	33000000	1.3141
chr22	33000001	36000000	1.55654
chr22	36000001	39000000	1.63686
chr22	39000001	42000000	1.2869
chr22	42000001	45000000	1.73649
chr22	45000001	48000000	1.75952
chr22	48000001	51000000	1.73962
chr22	51000001	54000000	0.10719
chrX	1	3000000	0.508554
chrX	3000001	6000000	0.824687
chrX	6000001	9000000	0.95721
chrX	9000001	12000000	1.228
chrX	12000001	15000000	1.10626
chrX	15000001	18000000	1.20926
chrX	18000001	21000000	1.14174
chrX	21000001	24000000	0.895391
chrX	24000001	27000000	0.82846
chrX	27000001	30000000	0.613362
chrX	30000001	33000000	0.776545
chrX	33000001	36000000	0.65502
chrX	36000001	39000000	0.911259
chrX	39000001	42000000	1.30998
chrX	42000001	45000000	0.917434
chrX	45000001	48000000	1.13097
chrX	48000001	51000000	1.38445
chrX	51000001	54000000	1.14812
chrX	54000001	57000000	1.14953
chrX	57000001	60000000	0.477244
chrX	60000001	63000000	0.524134
chrX	63000001	66000000	1.19878
chrX	66000001	69000000	1.43842
chrX	69000001	72000000	1.33327
chrX	72000001	75000000	1.10011
chrX	75000001	78000000	0.948384
chrX	78000001	81000000	0.717684
chrX	81000001	84000000	0.678545
chrX	84000001	87000000	0.722594
chrX	87000001	90000000	0.519957
chrX	90000001	93000000	0.578422
chrX	93000001	96000000	0.649792
chrX	96000001	99000000	0.682748
chrX	99000001	102000000	1.14138
chrX	102000001	105000000	1.09033
chrX	105000001	108000000	1.1398
chrX	108000001	111000000	1.17974
chrX	111000001	114000000	0.884071
chrX	114000001	117000000	0.788747
chrX	117000001	120000000	1.02591
chrX	120000001	123000000	0.817688
chrX	123000001	126000000	0.690567
chrX	126000001	129000000	0.88581
chrX	129000001	132000000	1.21769
chrX	132000001	135000000	1.15846
chrX	135000001	138000000	1.03605
chrX	138000001	141000000	0.941382
chrX	141000001	144000000	0.737135
chrX	144000001	147000000	0.847075
chrX	147000001	150000000	1.27505
chrX	150000001	153000000	1.49543
chrX	153000001	156000000	0.856051
chrY	1	3000000	0.842401
chrY	3000001	6000000	0.471621
chrY	6000001	9000000	0.498055
chrY	9000001	12000000	0.795469
chrY	12000001	15000000	1.47492
chrY	15000001	18000000	0.445629
chrY	18000001	21000000	0.404524
chrY	21000001	24000000	0.42871
chrY	24000001	27000000	0.493123
chrY	27000001	30000000	0.310207
chrY	30000001	33000000	3.02536e-07
chrY	33000001	36000000	4.43534e-07
chrY	36000001	39000000	4.43534e-07
chrY	39000001	42000000	4.43534e-07
chrY	42000001	45000000	4.43534e-07
chrY	45000001	48000000	4.43534e-07
chrY	48000001	51000000	4.43534e-07
chrY	51000001	54000000	9.28147e-07
chrY	54000001	57000000	3.02814e-06
chrY	57000001	60000000	0.66206
